SERIAL NUMBER,VIOLATION STATUS, VIOLATION CODE,VIOLATION DESCRIPTION
DA3638144,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3638144,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3638144,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3638185,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3638185,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3638185,HOUSING CRITICAL,H066,SEWER/DRAIN LINES - PREMISES
DA3638207,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3638283,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3638283,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3638321,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3638321,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3638321,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3638321,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3638321,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3638321,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3638417,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3638559,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3638655,HOUSING NON-CRITICAL,H006,NO HOT-WATER - UNIT
DA3638655,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DA3639715,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639750,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3639750,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639756,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639772,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639772,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3639779,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639781,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3639790,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3639870,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3639870,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3639996,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3639996,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3639996,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3639997,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640165,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640165,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3640165,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640165,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3640253,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3640253,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3640253,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3640282,HOUSING NON-CRITICAL,H102,PERMIT AVAILABLE
DA3640338,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640338,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3640338,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3640338,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3640338,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640338,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DA3640338,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3640382,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DA3640382,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3640454,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3640454,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3640454,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3640454,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640454,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640454,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3640468,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640511,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640511,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640516,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3640516,HOUSING CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640516,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3640693,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3640693,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3640693,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3640693,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3640693,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640693,HOUSING NON-CRITICAL,H057,COCKROACHES - PREMISES
DA3640693,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640693,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3640693,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3640693,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3640712,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3640712,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3640855,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3640855,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3640855,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3640855,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3640855,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3640921,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3640921,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3641011,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3641011,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3641011,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3641011,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3641011,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3641011,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3641147,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3641147,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3641147,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3641147,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3641476,HOUSING CRITICAL,H010,SEWER/DRAIN LINES - UNIT
DA3642544,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3643287,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3643326,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3643326,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3643364,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3643574,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643607,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3643607,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3643828,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643828,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3643828,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3644045,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3645062,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645062,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3646837,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3647175,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3648565,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3648629,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3641670,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3641670,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3641672,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3641693,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3641693,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3641702,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3641702,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3641718,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3641740,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3641754,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3641767,HOUSING NON-CRITICAL,H076,APPLIANCES - PREMISES
DA3641827,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3641827,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3641864,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3641864,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3641864,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3641913,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3642000,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3642000,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3642055,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3642055,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3642055,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3642055,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3642125,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3642125,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3642125,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3642188,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3642188,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3642223,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3642234,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3642283,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3642333,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3642446,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3642447,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3642447,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA3642590,HOUSING NON-CRITICAL,H027,INADEQUATE LIGHTING - UNIT
DA3642590,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
DA3642590,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DA3642590,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA3642788,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643714,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643714,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3643714,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3643714,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3643714,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3643714,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3643928,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643928,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3643928,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3643928,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3643928,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3643928,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA3643955,HOUSING NON-CRITICAL,H045,SINK BASIN - UNIT
DA3643955,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3643960,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3643960,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3643960,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DA3643963,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3643963,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3644063,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3644063,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3644063,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3644063,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3644063,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3644063,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3644145,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3644145,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3644145,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3644145,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3644145,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3644145,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3644145,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3644226,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3644226,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3644226,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3644324,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3644324,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3644324,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3644324,HOUSING CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA3644324,HOUSING CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3644324,HOUSING NON-CRITICAL,H016,FIXTURES - UNIT
DA3644324,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3644324,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3644389,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3644389,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3644415,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3644415,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3644415,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3644415,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3644501,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3644538,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3644538,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3646948,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3647070,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3647137,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3647701,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3647701,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3647701,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3647751,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3648027,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3648027,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3648027,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3648184,HOUSING CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3648184,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3648249,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3648249,HOUSING NON-CRITICAL,H083,INADEQUATE LIGHTING - PREMISES
DA3648249,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3648249,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3648608,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3648608,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3648608,HOUSING NON-CRITICAL,H044,FAUCET FIXTURES - UNIT
DA3648608,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3648608,HOUSING NON-CRITICAL,H035,WALL/CEILING/FLOOR - MOLD - UNIT
DA3648608,HOUSING NON-CRITICAL,H016,FIXTURES - UNIT
DA3648608,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3648608,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3648608,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3648608,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3648626,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3648626,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3648962,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3649664,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3649664,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3649664,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3649664,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3649664,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3649762,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3649762,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3649762,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3649762,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3649817,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3649817,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3649817,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3642952,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA3642952,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DA3648200,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3644765,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3644765,HOUSING NON-CRITICAL,H101,SINK BASIN - PREMISES
DA3644765,HOUSING NON-CRITICAL,H085,LAUNDRY ROOM/REC ROOM - PREMISES
DA3644765,HOUSING NON-CRITICAL,H020,APPLIANCES - UNIT
DA3645269,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645367,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645515,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645515,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645515,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3645546,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3645546,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3645571,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3645619,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3645647,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3645647,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3645647,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3645647,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3645708,HOUSING NON-CRITICAL,H015,TUB/SHOWER STALL - UNIT
DA3645708,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3645708,HOUSING NON-CRITICAL,H009,INADEQUATE FLOW - UNIT
DA3645708,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DA3645708,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3645708,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3645708,HOUSING CRITICAL,H001,COCKROACHES - UNIT
DA3645711,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3645716,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3645721,HOUSING NON-CRITICAL,H034,WALL/CEILING/FLOOR - PEELING PAINT - UNIT
DA3645721,HOUSING NON-CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645766,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645766,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3645815,HOUSING NON-CRITICAL,H033,WALL/CEILING/FLOOR - GENERAL - UNIT
DA3645815,HOUSING NON-CRITICAL,H023,"COUNTERS, CABINETS, VANITIES, SHELVING, ETC. - UNIT"
DA3645815,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3645845,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645845,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3645845,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3645845,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645845,HOUSING NON-CRITICAL,H011,COVER PLATES - UNIT
DA3645845,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3645856,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3645856,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645856,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3645856,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3645873,HOUSING NON-CRITICAL,H087,CAST-OFFS/DEBRIS/WASTE - PREMISES
DA3645886,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3645886,HOUSING CRITICAL,H090,WALL/CEILING/FLOOR - PEELING PAINT - PREMISES
DA3645886,HOUSING NON-CRITICAL,H094,ROOF - PREMISES
DA3645888,HOUSING NON-CRITICAL,H036,WINDOWS/SCREENS - UNIT
DA3645888,HOUSING NON-CRITICAL,H097,ONSITE OWNER/RESPONSIBLE PERSON - PREMISES
DA3646136,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3646136,HOUSING NON-CRITICAL,H095,STAIRS - PREMISES
DA3646172,HOUSING NON-CRITICAL,H089,WALL/CEILING/FLOOR - GENERAL - PREMISES
DA3646172,HOUSING NON-CRITICAL,H086,REFUSE AREA/BINS - PREMISES
DA3646172,HOUSING NON-CRITICAL,H096,VENT SCREENS - PREMISES
DA3646172,HOUSING NON-CRITICAL,H092,WINDOWS/SCREENS - PREMISES
DA3646348,HOUSING NON-CRITICAL,H037,VENTILATION - UNIT
DA3646348,HOUSING NON-CRITICAL,H014,TANK/BASE/BOWL/OTHER - UNIT
